,x,,
142,9.830387967,,
143,6.018386802,,
144,7.505585149,,
145,8.588567471,,
146,11.79096632,,
147,9.610238536,,
148,9.72227887,,
149,10.86223009,,
150,8.642032227,,
151,9.583253495,,
152,8.879882853,,
153,10.52453962,,
154,6.377403698,,
155,9.212043839,,
156,8.601345368,,
157,10.82295427,,
158,8.464367416,,
159,7.751853204,,
160,7.507205029,,
161,7.582268399,,
162,8.814092501,,
163,12.2590696,,
164,7.691484734,,
165,10.6464407,,
166,6.262549429,,
167,10.8555175,,
168,8.969999909,,
169,7.153651357,,
170,9.064486306,,
171,10.27339414,,
172,5.704160328,,
173,12.57743488,,
174,10.69989554,,
175,7.606697553,,
176,9.941270395,,
177,8.067458977,,
178,13.36239898,,
179,7.493261549,,
180,10.49129477,,
181,4.60751574,,
182,9.695495764,,
183,7.568000315,,
184,10.97607072,,
185,9.465862754,,
186,9.706724133,,
187,7.13101928,,
188,9.419596137,,
189,5.795446955,,
190,9.189125726,,
191,8.37803059,,
192,8.047149178,,
193,8.082584607,,
194,8.337749096,,
195,13.5263481,,
196,9.405585346,,
197,12.0348797,,
198,10.69988714,,
199,6.37449444,,
200,11.30840721,,
201,10.54925534,,
202,8.953309393,,
203,11.20301056,,
204,7.784034233,,
205,10.53556882,,
206,10.96896826,,
207,10.69819388,,
208,6.58939704,,
209,8.675632007,,
210,9.976445742,,
211,11.31467846,,
212,9.693596492,,
213,12.20009891,,
214,9.519267766,,
215,7.572002293,,
216,8.499192929,,
217,13.13663556,,
218,7.316304705,,
219,10.28096605,,
220,11.19240481,,
221,6.749189197,,
222,8.957281649,,
223,10.83863792,,
224,6.588991091,,
225,6.405640022,,
226,7.764719594,,
227,9.881418916,,
228,8.983384751,,
229,6.326342557,,
230,6.902730944,,
231,7.432651601,,
232,6.259411887,,
233,5.614944515,,
234,9.336690127,,
235,9.15363716,,
236,9.467373048,,
237,10.98029443,,
238,11.84124829,,
239,6.986645978,,
240,14.55573767,,
241,8.814560211,,
242,8.179064881,,
243,9.452387557,,
244,13.22647369,,
245,9.248063161,,
246,6.935592046,,
247,7.092767655,,
248,11.90231676,,
249,12.88330257,,
250,11.75173546,,
251,4.000615516,,
252,11.92212618,,
253,9.650880499,,
254,11.05795534,,
255,8.648727561,,
256,8.262527351,,
257,11.1637476,,
258,12.22219782,,
259,12.70874727,,
260,9.308210739,,
261,12.4522574,,
262,6.515153328,,
263,9.93034497,,
264,8.752474444,,
265,10.28126659,,
266,8.056842207,,
267,10.39268781,,
268,10.40364858,,
269,8.608895192,,
270,7.281489519,,
271,7.97569045,,
272,11.65969724,,
273,12.09625642,,
274,10.19701432,,
275,8.580607723,,
276,9.399162623,,
277,12.15985237,,
278,9.889145296,,
279,9.774765534,,
280,7.260508645,,
281,8.054869527,,
282,7.461369077,,
283,10.84243113,,
284,7.664017659,,
285,10.7940216,,
286,9.955799208,,
287,9.625937734,,
288,7.768198975,,
289,6.89648269,,
290,10.54207126,,
291,7.269526805,,
292,8.96245513,,
293,7.224030702,,
294,11.1224075,,
295,3.018158739,,
296,8.457268159,,
297,9.029041581,,
298,10.60768406,,
299,9.964391488,,
300,6.390034821,,
301,12.21793266,,
302,9.989564965,,
303,8.85550201,,
304,10.99083629,,
305,8.329416875,,
306,10.25741914,,
307,11.19617764,,
308,8.768342792,,
309,10.521444,,
310,8.243263668,,
311,7.694305153,,
312,9.233829053,,
313,9.783606495,,
314,13.82406327,,
315,5.197312262,,
316,9.939986368,,
317,6.936383454,,
318,9.764775175,,
319,13.61516456,,
320,8.525904452,,
321,10.01512029,,
322,6.968457275,,
323,10.69812626,,
324,12.75290678,,
325,11.1694242,,
326,10.53399001,,
327,13.76495773,,
328,9.250556449,,
329,8.981630719,,
330,11.78509477,,
331,9.157518514,,
332,6.649672994,,
333,8.8282419,,
334,8.873387138,,
335,10.08817987,,
336,10.53313867,,
337,11.33180099,,
338,9.250478097,,
339,8.593472077,,
340,7.834637395,,
341,11.40229569,,
342,8.443738915,,
343,7.716362526,,
344,6.047302655,,
345,8.104516164,,
346,9.122032841,,
347,6.583697101,,
348,11.81381676,,
349,13.59726753,,
350,8.739558194,,
351,9.916336362,,
352,8.884210081,,
353,12.58878027,,
354,12.07186299,,
355,10.03120621,,
356,8.818623554,,
357,10.7459339,,
358,13.10138827,,
359,12.66916708,,
360,11.8500171,,
361,10.52017633,,
362,9.459673935,,
363,14.46015247,,
364,2.799121634,,
365,7.945276444,,
366,9.067560252,,
367,8.811320146,,
368,8.28359345,,
369,9.767271354,,
370,8.501563863,,
371,13.27174727,,
372,8.622337588,,
373,9.390520038,,
374,11.71448476,,
375,10.8535518,,
376,8.367754769,,
377,6.406505247,,
378,4.56656016,,
379,8.871632616,,
380,11.57383861,,
381,10.14351309,,
382,10.73616108,,
383,9.887669703,,
384,9.270804238,,
385,7.82285187,,
386,8.329401757,,
387,7.535981134,,
388,7.991338575,,
389,9.937500001,,
390,12.03057261,,
391,9.147054904,,
392,2.969669615,,
393,6.619627665,,
394,7.696643595,,
395,10.52626244,,
396,9.219538106,,
397,8.537173634,,
398,11.44131167,,
399,7.939201078,,
400,10.74690193,,
401,7.820032857,,
402,9.357267767,,
403,11.30819664,,
404,6.622562608,,
405,10.49452023,,
406,5.417036055,,
407,10.73928434,,
408,7.133949963,,
409,7.685162443,,
410,11.29414419,,
411,6.663459544,,
412,9.757968336,,
413,9.816040453,,
414,7.046516329,,
415,10.5133734,,
416,8.742278436,,
417,7.502524366,,
418,8.643208781,,
419,11.19308103,,
420,9.287146303,,
421,6.259543008,,
422,10.51577851,,
423,11.31324668,,
424,6.349783926,,
425,6.615169525,,
426,6.522874541,,
427,12.01350646,,
428,8.660396581,,
429,4.901953342,,
430,8.289673822,,
431,5.955675867,,
432,6.822696672,,
433,11.31160498,,
434,8.37194469,,
435,7.397609137,,
436,8.52538118,,
437,10.73720372,,
438,8.556528007,,
439,9.112019001,,
440,5.7473484,,
441,9.857211614,,
442,11.02089912,,
443,8.947289476,,
444,9.498274486,,
445,10.01128748,,
446,7.766971579,,
447,9.21695794,,
448,9.813599325,,
449,7.121904565,,
450,7.996766452,,
451,9.134571598,,
452,10.48462261,,
453,10.36176672,,
454,8.977553372,,
455,9.609208113,,
456,11.44980877,,
457,10.91563793,,
458,8.741700965,,
459,8.519713048,,
460,10.06125396,,
461,11.47620172,,
462,11.43617766,,
463,10.92259326,,
464,6.297009805,,
465,7.177156657,,
466,10.79968515,,
467,5.417202184,,
468,9.964529084,,
469,8.380563595,,
470,9.499849408,,
471,10.56915358,,
472,10.3017612,,
473,11.09269114,,
474,10.84616367,,
475,9.850818853,,
476,4.986854256,,
477,9.342571066,,
478,7.646969435,,
479,9.68024223,,
480,12.08966114,,
481,8.758647394,,
482,5.514320288,,
483,9.999738093,,
484,9.590920908,,
485,9.08308962,,
486,10.26874766,,
487,7.066049669,,
488,6.218967798,,
489,8.002290048,,
490,10.39142244,,
491,5.405999522,,
492,11.2799851,,
493,8.988141017,,
494,11.08424183,,
495,9.686774788,,
496,10.44977215,,
497,8.654642943,,
498,10.58428407,,
499,11.32606159,,
500,8.948472472,,
501,13.82946239,,
502,11.51081893,,
503,8.451006996,,
504,4.546066784,,
505,5.954516301,,
506,7.069951547,,
507,9.738932353,,
508,8.607540673,,
509,9.564265688,,
510,11.30790666,,
511,8.736768481,,
512,10.012132,,
513,9.450826571,,
514,10.58907407,,
515,10.58583485,,
516,8.794716162,,
517,9.819921863,,
518,9.090019498,,
519,8.485993424,,
520,9.534158458,,
521,10.83215806,,
522,11.98641356,,
523,9.945792748,,
524,5.035628866,,
525,5.140594199,,
526,7.676631208,,
527,11.84554844,,
528,14.0384892,,
529,10.42701665,,
530,13.05661289,,
531,6.72144757,,
532,10.29224924,,
533,9.142747377,,
534,9.523732457,,
535,8.700234918,,
536,9.145500996,,
537,9.572042271,,
538,9.131641231,,
539,7.728692426,,
540,7.721023767,,
541,9.863355847,,
542,10.64557828,,
543,11.44630931,,
544,11.07096455,,
545,7.161877442,,
546,10.74371366,,
547,10.90562573,,
548,10.04293993,,
549,11.59621548,,
550,11.28106951,,
551,9.543795361,,
552,10.8283482,,
553,10.15866103,,
554,9.462207202,,
555,7.061724306,,
556,4.87060032,,
557,8.599888667,,
558,5.894027984,,
559,8.823217242,,
560,9.551453405,,
561,12.67247111,,
562,12.38062173,,
563,7.687067455,,
564,9.88629371,,
565,9.441345597,,
566,11.52701652,,
567,11.24420468,,
568,12.21204081,,
569,9.290313744,,
570,9.744231015,,
571,8.576199607,,
572,9.178699894,,
573,6.846582694,,
574,11.1038792,,
575,4.606048672,,
576,6.638278917,,
577,12.16312089,,
578,8.937098866,,
579,10.13757543,,
580,9.577927629,,
581,13.01446947,,
582,9.907836154,,
583,8.248690488,,
584,6.548328652,,
585,10.97721549,,
586,8.731473295,,
587,11.24039753,,
588,8.508006564,,
589,9.114712314,,
590,6.980320625,,
591,11.56044952,,
592,9.687646937,,
593,10.13196215,,
594,9.852029513,,
595,7.840534827,,
596,10.15004487,,
597,8.591925465,,
598,8.88308643,,
599,9.894330474,,
600,7.456572885,,
601,8.304309588,,
602,12.33117296,,
603,8.855236168,,
604,11.45990353,,
605,10.68094994,,
606,12.13106673,,
607,8.966124552,,
608,9.244271711,,
609,12.15065708,,
610,7.48649258,,
611,10.9431851,,
612,9.228793256,,
613,8.885707219,,
614,10.04844738,,
615,9.267508846,,
616,8.877744848,,
617,9.509599812,,
618,7.637059914,,
619,8.743998059,,
620,6.860386564,,
621,8.375317669,,
622,8.461096644,,
623,6.027526726,,
624,8.721304521,,
625,9.760429157,,
626,10.06775505,,
627,12.198598,,
628,9.662387213,,
629,7.270468706,,
630,9.810860667,,
631,8.938342209,,
632,6.51764236,,
633,11.96984115,,
634,10.64461381,,
635,12.12580989,,
636,9.965195574,,
637,11.47661359,,
638,10.13683072,,
639,9.049831199,,
640,10.63227675,,
641,8.802337059,,
642,9.452819121,,
643,8.131205147,,
644,6.475759611,,
645,6.846219182,,
646,8.008865605,,
647,6.117873694,,
648,8.557348571,,
649,12.27960499,,
650,8.024015455,,
651,8.244099842,,
652,15.2722622,,
653,11.48473483,,
654,8.861565197,,
655,8.727076403,,
656,6.325952927,,
657,9.635847071,,
658,11.74772056,,
659,8.501004585,,
660,9.821915937,,
661,8.868929089,,
662,8.982053739,,
663,8.29938188,,
664,11.25997321,,
665,10.06909701,,
666,10.80295028,,
667,8.734736822,,
668,8.719046161,,
669,13.23610835,,
670,9.372380055,,
671,10.70601615,,
672,9.100110418,,
673,11.41708076,,
674,8.808217014,,
675,9.697113391,,
676,6.526409946,,
677,11.25699057,,
678,7.71790098,,
679,9.353788972,,
680,7.903587417,,
681,11.18121562,,
682,12.3654675,,
683,11.16961913,,
684,7.873373482,,
685,10.13022052,,
686,8.29560846,,
687,10.27431469,,
688,12.67103315,,
689,8.115352135,,
690,10.43440754,,
691,9.851887716,,
692,9.202851994,,
693,7.764970612,,
694,8.914437384,,
695,8.424174359,,
696,7.144456693,,
697,8.578646261,,
698,6.137716409,,
699,10.23651996,,
700,9.840602703,,
701,4.665474639,,
702,12.90122527,,
703,10.33257022,,
704,6.847419115,,
705,4.907332215,,
706,7.371617429,,
707,9.232498156,,
708,9.543116989,,
709,10.03343434,,
710,5.529582793,,
711,6.757614666,,
712,7.755197138,,
713,9.596330751,,
714,9.74791673,,
715,10.41272701,,
716,7.212253582,,
717,7.194624745,,
718,8.633580422,,
719,7.949606659,,
720,10.47155678,,
721,7.621604698,,
722,6.780797662,,
723,9.447731155,,
724,10.22986123,,
725,9.231532443,,
726,9.862248473,,
727,9.810400094,,
728,11.40838269,,
729,7.420874683,,
730,7.933788787,,
731,10.00801154,,
732,10.6358258,,
733,9.704132939,,
734,7.412656075,,
735,9.998259467,,
736,9.052254813,,
737,5.401573886,,
738,12.72311747,,
739,6.519902878,,
740,6.726143517,,
741,12.02171447,,
742,12.15889753,,
743,10.17062026,,
744,9.91470525,,
745,8.475129831,,
746,7.960359575,,
747,9.726218661,,
748,8.311467968,,
749,8.024444021,,
750,10.77317273,,
751,10.2835702,,
752,9.184424914,,
753,10.47205689,,
754,10.29764727,,
755,8.697191029,,
756,10.2325782,,
757,5.803099063,,
758,13.63408083,,
759,12.01950075,,
760,10.1211891,,
761,9.638701639,,
762,7.657883792,,
763,12.15751412,,
764,11.08709207,,
765,10.86566634,,
766,11.40135577,,
767,9.147873956,,
768,7.593724219,,
769,11.72935506,,
770,9.536692841,,
771,12.32008646,,
772,13.38762003,,
773,11.18969082,,
774,8.874331255,,
775,8.234204265,,
776,11.37393252,,
777,7.761235343,,
778,10.88006047,,
779,9.49674273,,
780,9.600456864,,
781,7.560919073,,
782,12.10230266,,
783,8.604213005,,
784,10.21293152,,
785,8.413873985,,
786,9.007167952,,
787,7.26880953,,
788,10.64189513,,
789,5.375073645,,
790,7.496087487,,
791,9.926210699,,
792,8.944299539,,
793,11.21271584,,
794,9.677146308,,
795,7.660126369,,
796,10.05457291,,
797,9.740154831,,
798,9.848087217,,
799,8.202578292,,
800,9.635170709,,
801,7.846566291,,
802,7.476282102,,
803,11.99878573,,
804,10.46355196,,
805,8.87686552,,
806,10.17884509,,
807,9.970381672,,
808,7.16345575,,
809,10.33166252,,
810,7.310850928,,
811,10.82513543,,
812,11.69712426,,
813,6.084325986,,
814,8.525007383,,
815,10.29280708,,
816,9.707037265,,
817,12.82235216,,
818,12.15600283,,
819,7.766891242,,
820,12.9386329,,
821,11.44186153,,
822,8.034944365,,
823,11.22105774,,
824,9.879170922,,
825,9.936960407,,
826,8.788062594,,
827,14.55915628,,
828,6.85482023,,
829,4.321610331,,
830,8.84779983,,
831,7.743181677,,
832,8.233796341,,
833,10.8567747,,
834,11.9162648,,
835,11.73565706,,
836,9.126749747,,
837,12.45678163,,
838,8.769863587,,
839,9.654874894,,
840,10.38953435,,
841,10.74524594,,
842,12.93953829,,
843,9.93089018,,
844,10.10294603,,
845,8.965742946,,
846,6.839430308,,
847,11.96806596,,
848,7.327191566,,
849,10.49212511,,
850,10.1605667,,
851,6.983932047,,
852,11.76822702,,
853,8.097350979,,
854,8.626613741,,
855,9.768055447,,
856,8.704362542,,
857,11.0177577,,
858,9.052940461,,
859,6.014232072,,
860,8.895786406,,
861,10.12079133,,
862,13.24567483,,
863,10.54974281,,
864,10.96182548,,
865,6.37458594,,
866,8.621002494,,
867,10.73944862,,
868,11.87082352,,
869,12.79987206,,
870,8.32659245,,
871,8.016060902,,
872,6.97664269,,
873,8.226583001,,
874,8.375023168,,
875,8.075215817,,
876,7.54106698,,
877,6.332214277,,
878,6.982012913,,
879,11.68921873,,
880,8.975792859,,
881,9.018411101,,
882,10.01533136,,
883,7.372080957,,
884,8.553332511,,
885,8.548952278,,
886,11.81923467,,
887,10.8511271,,
888,9.743204531,,
889,8.307808816,,
890,9.037942794,,
891,10.75947207,,
892,10.27569434,,
893,8.413200053,,
894,6.991787599,,
895,9.996556982,,
896,12.68010911,,
897,11.92107074,,
898,8.809107468,,
899,8.207068528,,
900,11.26561685,,
901,11.31359366,,
902,6.807800678,,
903,13.31697289,,
904,7.866854567,,
905,10.00170307,,
906,8.483833587,,
907,13.28010745,,
908,11.30715102,,
909,9.964756174,,
910,10.17705398,,
911,9.649887237,,
912,9.778187219,,
913,7.374457063,,
914,7.455118463,,
915,10.42706132,,
916,11.48804577,,
917,7.718980854,,
918,7.556001213,,
919,9.684472866,,
920,9.821370859,,
921,11.6954819,,
922,10.1251059,,
923,10.20147598,,
924,5.975314999,,
925,12.26025008,,
926,9.446715894,,
927,10.60722153,,
928,8.256574817,,
929,10.8707885,,
930,7.68378536,,
931,9.026531698,,
932,10.67324302,,
933,6.573523292,,
934,9.838731823,,
935,11.9595304,,
936,6.775653589,,
937,12.3878693,,
938,12.59562244,,
939,12.72451252,,
940,7.24791032,,
941,14.62753176,,
942,9.006647533,,
943,9.353397386,,
944,9.680730579,,
945,11.30217817,,
946,8.977343823,,
947,9.341305245,,
948,9.527034433,,
949,9.361065689,,
950,13.92365969,,
951,6.399516856,,
952,7.173748374,,
953,9.120578063,,
954,10.5616365,,
955,12.00522937,,
956,8.640530341,,
957,10.78732405,,
958,10.79757434,,
959,11.39002685,,
960,9.158344006,,
961,9.45634292,,
962,10.18950197,,
963,7.80369685,,
964,9.051976092,,
965,12.64173118,,
966,8.607305194,,
967,9.541727503,,
968,8.899671231,,
969,10.47898562,,
970,12.55476239,,
971,8.40792893,,
972,7.601454024,,
973,8.178424694,,
974,10.25143574,,
975,7.672518428,,
976,10.20115734,,
977,11.84705085,,
978,9.247087071,,
979,10.03795531,,
980,9.790524708,,
981,8.708429447,,
982,5.301925984,,
983,6.340829224,,
984,8.183724951,,
985,9.498682063,,
986,12.9623739,,
987,8.674050191,,
988,9.933809331,,
989,11.82275566,,
990,6.165892886,,
991,11.57585484,,
992,13.08737733,,
993,9.041914179,,
994,8.734427227,,
995,8.571703608,,
996,7.65793823,,
997,9.182243978,,
998,7.685123574,,
999,9.748283999,,
1000,9.998265152,,
1001,7.782371983,,
1002,14.91408915,,
1003,9.55813679,,
1004,10.62639673,,
1005,8.922243886,,
1006,7.58864774,,
1007,10.07757345,,
1008,7.480743708,,
1009,11.95395032,,
1010,5.151409567,,
1011,11.16270396,,
1012,5.581713698,,
1013,8.21204876,,
1014,5.366544635,,
1015,10.23794785,,
1016,15.88308273,,
1017,4.6424006,,
1018,5.809510159,,
1019,10.86253829,,
1020,10.84008811,,
1021,11.71581862,,
1022,8.484581099,,
1023,7.115106894,,
1024,10.64436113,,
1025,10.01691356,,
1026,6.875479202,,
1027,7.495305042,,
1028,9.609731533,,
1029,6.51716557,,
1030,9.658081926,,
1031,8.22166874,,
1032,6.93544528,,
1033,9.848295938,,
1034,7.079168686,,
1035,12.04791117,,
1036,12.15392521,,
1037,8.053646961,,
1038,10.51637223,,
1039,9.119490936,,
1040,8.525185464,,
1041,7.424762915,,
1042,10.46781762,,
1043,11.06237271,,
1044,9.619815272,,
1045,7.900527045,,
1046,8.207429689,,
1047,10.98940577,,
1048,7.31145842,,
1049,8.569092166,,
1050,7.896516435,,
1051,9.570486858,,
1052,9.570938183,,
1053,10.03047369,,
1054,5.226004779,,
1055,7.880054921,,
1056,8.5626073,,
1057,5.845486862,,
1058,6.06874077,,
1059,10.41349498,,
1060,4.947421588,,
1061,9.744162859,,
1062,8.20296439,,
1063,10.70254306,,
1064,7.794327292,,
1065,8.316367609,,
1066,7.88431006,,
1067,11.35171247,,
1068,8.239305566,,
1069,6.562921396,,
1070,9.723047732,,
1071,11.325303,,
1072,7.036666711,,
1073,7.234211756,,
1074,10.26948713,,
1075,7.143519701,,
1076,11.9719838,,
1077,9.583484346,,
1078,8.424463681,,
1079,9.664415914,,
1080,9.84462034,,
1081,10.86976922,,
1082,4.069757646,,
1083,12.64480468,,
1084,7.268402433,,
1085,10.78680341,,
1086,11.93025003,,
1087,12.3181769,,
1088,9.811320527,,
1089,8.902782253,,
1090,10.82385686,,
1091,10.350516,,
1092,8.607218074,,
1093,9.027186143,,
1094,8.637625725,,
1095,14.26408806,,
1096,7.685452728,,
1097,10.52207191,,
1098,8.959936089,,
1099,9.331750498,,
1100,12.30493301,,
1101,7.636988674,,
1102,11.17115386,,
1103,9.849393864,,
1104,8.834765411,,
1105,9.329878004,,
1106,10.29873639,,
1107,6.881571097,,
1108,10.02650817,,
1109,11.25495013,,
1110,9.398899766,,
1111,4.371256349,,
1112,9.268592273,,
1113,10.62477549,,
1114,10.32854193,,
1115,9.707748051,,
1116,10.40448548,,
1117,9.094541234,,
1118,7.894576176,,
1119,7.824087506,,
1120,7.268089415,,
1121,6.614560607,,
1122,9.48486188,,
1123,7.476405247,,
1124,10.01490816,,
1125,11.93725932,,
1126,9.613834006,,
1127,11.00473025,,
1128,7.78862177,,
1129,11.4840314,,
1130,9.500003082,,
1131,8.489856047,,
1132,9.193266607,,
1133,9.566181953,,
1134,10.70787998,,
1135,8.182084972,,
1136,9.964391476,,
1137,11.65755252,,
1138,10.99089761,,
1139,7.162711736,,
1140,9.635777868,,
1141,7.822452857,,
1142,10.57787437,,
1143,10.51849842,,
1144,6.593646041,,
1145,9.199667287,,
1146,9.903346459,,
1147,11.60367133,,
1148,7.551416389,,
1149,11.79506295,,
1150,12.1470631,,
1151,8.598082635,,
1152,7.150965191,,
1153,10.16845741,,
1154,9.865097136,,
1155,10.45015681,,
1156,7.289714422,,
1157,9.772216821,,
1158,7.686552115,,
1159,9.658634955,,
1160,7.491462412,,
1161,5.592499739,,
1162,8.195408677,,
1163,6.042701736,,
1164,11.92816906,,
1165,7.625769067,,
1166,9.151780218,,
1167,10.17490599,,
1168,11.93121361,,
1169,10.97862096,,
1170,8.205872933,,
1171,7.028831068,,
1172,10.79990236,,
1173,10.38365611,,
1174,7.174860886,,
1175,9.583620864,,
1176,10.66683542,,
1177,9.614379193,,
1178,5.361687202,,
1179,9.300992977,,
1180,8.557526897,,
1181,6.425042863,,
1182,8.012544228,,
1183,10.35940455,,
1184,12.52417487,,
1185,10.80723901,,
1186,11.53400574,,
1187,6.988696714,,
1188,5.143350262,,
1189,12.03683404,,
1190,7.056496584,,
1191,6.904486942,,
1192,11.0064207,,
1193,10.13923124,,
1194,10.39411724,,
1195,12.21506766,,
1196,11.27480588,,
1197,7.852670249,,
1198,8.403785287,,
1199,10.00546144,,
1200,8.450097897,,
1201,11.09479927,,
1202,6.085448691,,
1203,5.341314096,,
1204,10.51840072,,
1205,10.43782552,,
1206,7.354536098,,
1207,7.090482214,,
1208,8.09890203,,
1209,7.472784753,,
1210,12.47623429,,
1211,12.53326084,,
1212,7.692045957,,
1213,6.496226644,,
1214,7.518677327,,
1215,8.778652376,,
1216,7.173960106,,
1217,9.044572117,,
1218,11.1265777,,
1219,11.18553781,,
1220,7.808039475,,
1221,11.60683103,,
1222,10.28102297,,
1223,10.49831923,,
1224,7.082881225,,
1225,8.571454737,,
1226,8.456422395,,
1227,4.081574695,,
1228,11.50591779,,
1229,9.960241676,,
1230,6.956180962,,
1231,7.709819832,,
1232,8.260843262,,
1233,11.60677882,,
1234,11.11845093,,
1235,12.09683877,,
1236,10.56975957,,
1237,7.544744526,,
1238,8.017992666,,
1239,10.64208405,,
1240,13.88454453,,
1241,10.92459828,,
1242,7.833352623,,
1243,12.30741812,,
1244,9.759486977,,
1245,9.019980024,,
1246,11.20942964,,
1247,6.886652216,,
1248,8.821915934,,
1249,6.739002434,,
1250,9.180737706,,
1251,12.83577326,,
1252,7.300461121,,
1253,7.188133114,,
1254,8.843560338,,
1255,8.673131761,,
1256,7.594901171,,
1257,9.755361234,,
1258,10.92233558,,
1259,11.1328813,,
1260,13.15878724,,
1261,9.244228049,,
1262,7.580035272,,
1263,9.549161079,,
1264,12.4884693,,
1265,8.704483605,,
1266,11.74288162,,
1267,13.13457547,,
1268,10.98281638,,
1269,11.34391475,,
1270,10.74119229,,
1271,9.368997433,,
1272,11.4956387,,
1273,12.47932389,,
1274,8.634154538,,
1275,8.757543883,,
1276,10.34167522,,
1277,11.22661818,,
1278,8.123644655,,
1279,8.627820985,,
1280,12.21614509,,
1281,8.64171576,,
1282,11.76806816,,
1283,7.684466747,,
1284,6.577387904,,
1285,7.150865281,,
1286,11.26386456,,
1287,6.891792457,,
1288,9.587193281,,
1289,12.91393295,,
1290,8.574225869,,
1291,9.2674344,,
1292,7.43343825,,
1293,8.159517036,,
1294,11.81065928,,
1295,9.437533843,,
1296,10.81023855,,
1297,10.3466746,,
1298,9.259891021,,
1299,12.2738757,,
1300,10.60555241,,
1301,10.13464752,,
1302,6.856323273,,
1303,5.835911089,,
1304,9.365828994,,
1305,10.66283437,,
1306,10.55979118,,
1307,9.813598219,,
1308,9.885604369,,
1309,8.944982204,,
1310,8.502518193,,
1311,10.20050165,,
1312,10.66855475,,
1313,10.69666571,,
1314,11.92315686,,
1315,6.808078922,,
1316,8.242831839,,
1317,11.61619205,,
1318,8.920404741,,
1319,7.903197729,,
1320,9.3849063,,
1321,10.69002899,,
1322,12.35320731,,
1323,7.791239911,,
1324,9.095771933,,
1325,7.329108823,,
1326,10.23911615,,
1327,9.764360209,,
1328,12.51361141,,
1329,6.723417606,,
1330,7.099920583,,
1331,6.866008777,,
1332,7.912049468,,
1333,7.068979343,,
1334,9.742824486,,
1335,6.263622917,,
1336,11.07771324,,
1337,6.627468061,,
1338,9.269541944,,
1339,10.94951179,,
1340,7.383353048,,
1341,12.62454023,,
1342,11.44400251,,
1343,5.867875436,,
1344,6.838353752,,
1345,10.44192677,,
1346,12.09509361,,
1347,8.392649598,,
1348,12.05227943,,
1349,9.778478243,,
1350,10.44515089,,
1351,6.937338899,,
1352,8.475452661,,
1353,10.54085739,,
1354,11.50709881,,
1355,10.82942034,,
1356,9.252453207,,
1357,11.56554652,,
1358,11.52658807,,
1359,10.27249907,,
1360,8.256573098,,
